time,AT,BE,BG,CH,CZ,DE,DK,EE,EL,ES,FI,FR,HR,HU,IE,IT,LT,LU,LV,NL,NO,PL,PT,RO,SE,SI,SK,UK
10,0.36791852675315484,0.3325039195303038,0.37121334257720684,0.38500453716820093,0.3522846097973453,0.3416386336528348,0.3360985530366607,0.35530418924810725,0.32639492938920905,0.33161724329823344,0.3791355711473497,0.3388459500316303,0.3522846097973453,0.37456767694711135,0.32216701973987366,0.34070263835660947,0.3657543022416813,0.3463968501834275,0.3522846097973453,0.31968242385648354,0.3668332223748929,0.35429192761005546,0.34447775582785034,0.3874033170240029,0.3646817099723602,0.35734616539620634,0.3947824205917604,0.3298580022906306
11,0.3604535203091612,0.33161724329823344,0.3723247587988936,0.3734428500750847,0.3493159219885907,0.34070263835660947,0.33700938838992955,0.35837598039638957,0.32554049324073,0.3180472212317939,0.3814615540438622,0.33519262793289906,0.34352616064374525,0.36901029805209173,0.31886272617344,0.3325039195303038,0.3646817099723602,0.3463968501834275,0.3522846097973453,0.31886272617344,0.3657543022416813,0.35128945641733744,0.3213345475453524,0.38381625263278174,0.3636153902729841,0.34736443820337226,0.3898321755949659,0.32639492938920905
12,0.356322251806634,0.3298580022906306,0.3723247587988936,0.3668332223748929,0.34736443820337226,0.3397717576907115,0.3397717576907115,0.36150134934965067,0.32554049324073,0.3101158581924797,0.38381625263278174,0.3325039195303038,0.3388459500316303,0.3668332223748929,0.31642866187472135,0.32898536293887587,0.3636153902729841,0.3454346375512961,0.35530418924810725,0.3180472212317939,0.3668332223748929,0.3493159219885907,0.3101158581924797,0.38381625263278174,0.3625552880691461,0.3416386336528348,0.38500453716820093,0.32216701973987366
13,0.35530418924810725,0.3272538626517265,0.3814615540438622,0.3657543022416813,0.3463968501834275,0.3397717576907115,0.3416386336528348,0.3646817099723602,0.3281173284529904,0.307813038134968,0.3874033170240029,0.33161724329823344,0.33700938838992955,0.3668332223748929,0.314031477382621,0.32639492938920905,0.36150134934965067,0.34352616064374525,0.3594117481822916,0.31968242385648354,0.36901029805209173,0.3483374469767463,0.3070529885731493,0.3874033170240029,0.3646817099723602,0.3397717576907115,0.3826352807287308,0.31886272617344
14,0.356322251806634,0.32554049324073,0.38500453716820093,0.3657543022416813,0.3463968501834275,0.34070263835660947,0.34352616064374525,0.36791852675315484,0.3298580022906306,0.307813038134968,0.3910580616878885,0.33161724329823344,0.3388459500316303,0.36791852675315484,0.31245343126426134,0.32639492938920905,0.3625552880691461,0.3425797860369917,0.3604535203091612,0.32216701973987366,0.3723247587988936,0.3483374469767463,0.3070529885731493,0.3947824205917604,0.36791852675315484,0.3425797860369917,0.3814615540438622,0.3172358771067471
15,0.3604535203091612,0.3238449714112091,0.3898321755949659,0.3701085420326703,0.34736443820337226,0.34352616064374525,0.34352616064374525,0.3701085420326703,0.33161724329823344,0.307813038134968,0.3922916821937563,0.3325039195303038,0.3463968501834275,0.36901029805209173,0.31324046682226747,0.3298580022906306,0.3636153902729841,0.34447775582785034,0.3625552880691461,0.32639492938920905,0.37456767694711135,0.3493159219885907,0.3062967191692828,0.3998600335542376,0.36901029805209173,0.3532854173524995,0.380295005992043,0.3180472212317939
16,0.3657543022416813,0.3272538626517265,0.4063936880826195,0.37456767694711135,0.3493159219885907,0.3463968501834275,0.34352616064374525,0.3734428500750847,0.34352616064374525,0.3093444448372935,0.3947824205917604,0.33519262793289906,0.36150134934965067,0.3723247587988936,0.314031477382621,0.3397717576907115,0.3646817099723602,0.34447775582785034,0.3657543022416813,0.33073528342439584,0.3768377819565421,0.35128945641733744,0.3062967191692828,0.4037547704719929,0.36901029805209173,0.3723247587988936,0.3779831844169411,0.32216701973987366
17,0.37121334257720684,0.33073528342439584,0.4077261252259769,0.3791355711473497,0.35128945641733744,0.3493159219885907,0.34447775582785034,0.375699300236627,0.34447775582785034,0.31562554425830436,0.398578431989204,0.3379251738389643,0.3768377819565421,0.37456767694711135,0.3172358771067471,0.3522846097973453,0.3646817099723602,0.34447775582785034,0.3657543022416813,0.333395350143127,0.3779831844169411,0.35530418924810725,0.3062967191692828,0.4050699314358504,0.3701085420326703,0.3874033170240029,0.375699300236627,0.32898536293887587
18,0.3734428500750847,0.3360985530366607,0.4077261252259769,0.3826352807287308,0.3532854173524995,0.3522846097973453,0.34352616064374525,0.3779831844169411,0.3454346375512961,0.324690518810667,0.3998600335542376,0.3388459500316303,0.38500453716820093,0.37456767694711135,0.31968242385648354,0.35837598039638957,0.3657543022416813,0.3425797860369917,0.3668332223748929,0.3360985530366607,0.3791355711473497,0.35734616539620634,0.3070529885731493,0.4077261252259769,0.3701085420326703,0.3947824205917604,0.3734428500750847,0.33519262793289906
19,0.375699300236627,0.3397717576907115,0.4201231913525994,0.3862002022262638,0.35837598039638957,0.35429192761005546,0.34352616064374525,0.3814615540438622,0.3532854173524995,0.333395350143127,0.40244812199964847,0.3397717576907115,0.388613951160908,0.37456767694711135,0.32300381637759423,0.3625552880691461,0.36791852675315484,0.3416386336528348,0.36901029805209173,0.3379251738389643,0.3814615540438622,0.36150134934965067,0.3093444448372935,0.4077261252259769,0.37121334257720684,0.4011499033798762,0.3734428500750847,0.3397717576907115
20,0.3779831844169411,0.3425797860369917,0.4258782979457619,0.3898321755949659,0.3625552880691461,0.35734616539620634,0.34447775582785034,0.3826352807287308,0.35734616539620634,0.3425797860369917,0.4037547704719929,0.3416386336528348,0.3947824205917604,0.3734428500750847,0.324690518810667,0.36791852675315484,0.36791852675315484,0.3454346375512961,0.3701085420326703,0.3388459500316303,0.38381625263278174,0.3646817099723602,0.31245343126426134,0.4090673282608335,0.375699300236627,0.4063936880826195,0.3734428500750847,0.34352616064374525
21,0.3791355711473497,0.34447775582785034,0.4332978089771169,0.3910580616878885,0.36791852675315484,0.3594117481822916,0.34447775582785034,0.3826352807287308,0.3657543022416813,0.35128945641733744,0.4077261252259769,0.3425797860369917,0.3973049894810245,0.37121334257720684,0.32898536293887587,0.3701085420326703,0.3723247587988936,0.35128945641733744,0.3734428500750847,0.34070263835660947,0.3874033170240029,0.36791852675315484,0.32300381637759423,0.41314440747502307,0.3826352807287308,0.4104173842476829,0.37456767694711135,0.3502999096289496
22,0.3814615540438622,0.34736443820337226,0.437874894375217,0.39353311029257204,0.3723247587988936,0.3625552880691461,0.3454346375512961,0.38500453716820093,0.36901029805209173,0.356322251806634,0.4104173842476829,0.34447775582785034,0.4037547704719929,0.3701085420326703,0.33519262793289906,0.37121334257720684,0.37456767694711135,0.35837598039638957,0.37456767694711135,0.3397717576907115,0.3922916821937563,0.37121334257720684,0.32554049324073,0.41314440747502307,0.3898321755949659,0.41314440747502307,0.3734428500750847,0.35429192761005546
23,0.3862002022262638,0.3493159219885907,0.44254971088744094,0.3947824205917604,0.3791355711473497,0.3646817099723602,0.3454346375512961,0.38381625263278174,0.3723247587988936,0.3625552880691461,0.41452155412279174,0.3454346375512961,0.4050699314358504,0.37121334257720684,0.34070263835660947,0.37456767694711135,0.37456767694711135,0.3604535203091612,0.37456767694711135,0.34070263835660947,0.3947824205917604,0.37456767694711135,0.32898536293887587,0.41314440747502307,0.39353311029257204,0.41452155412279174,0.3779831844169411,0.3604535203091612
24,0.3898321755949659,0.35128945641733744,0.44572210727807005,0.3922916821937563,0.38500453716820093,0.36791852675315484,0.3463968501834275,0.38500453716820093,0.3734428500750847,0.36791852675315484,0.4173035753153045,0.34736443820337226,0.4037547704719929,0.3734428500750847,0.34447775582785034,0.375699300236627,0.375699300236627,0.3625552880691461,0.3768377819565421,0.3416386336528348,0.3947824205917604,0.375699300236627,0.3325039195303038,0.41314440747502307,0.3947824205917604,0.41452155412279174,0.3814615540438622,0.3646817099723602
25,0.39353311029257204,0.3532854173524995,0.4522053317703183,0.39353311029257204,0.3874033170240029,0.36901029805209173,0.3493159219885907,0.38500453716820093,0.3814615540438622,0.37121334257720684,0.42154733631664515,0.3493159219885907,0.4037547704719929,0.3723247587988936,0.34736443820337226,0.375699300236627,0.380295005992043,0.3657543022416813,0.38500453716820093,0.3416386336528348,0.39603968814783697,0.3779831844169411,0.3379251738389643,0.41314440747502307,0.39603968814783697,0.4159079124445806,0.38500453716820093,0.36791852675315484
