time,AT,BE,BG,CZ,CH,DE,DK,EE,ES,FI,FR,UK,EL,HR,HU,IE,IT,LT,LV,NL,NO,PL,PT,RO,SE,SI,SK
0,0.3546099290780142,0.2785515320334262,0.3623188405797102,0.3448275862068966,0.33222591362126247,0.3115264797507788,0.2770083102493075,0.3436426116838488,0.2724795640326976,0.37593984962406013,0.2710027100271003,0.25510204081632654,0.29940119760479045,0.2570694087403599,0.3472222222222222,0.29325513196480935,0.26881720430107525,0.3436426116838488,0.3460207612456747,0.2801120448179272,0.32894736842105265,0.3125,0.24875621890547267,0.36101083032490977,0.33112582781456956,0.3021148036253776,0.341296928327645
1,0.35714285714285715,0.2785515320334262,0.36496350364963503,0.3496503496503497,0.33222591362126247,0.31347962382445144,0.2840909090909091,0.3424657534246575,0.27548209366391185,0.37735849056603776,0.27027027027027023,0.25839793281653745,0.29940119760479045,0.2557544757033248,0.3484320557491289,0.2949852507374631,0.2680965147453083,0.341296928327645,0.3460207612456747,0.27932960893854747,0.3225806451612903,0.31347962382445144,0.24752475247524752,0.3623188405797102,0.32573289902280134,0.2958579881656805,0.3460207612456747
2,0.35842293906810035,0.2777777777777778,0.3663003663003663,0.3546099290780142,0.33003300330033003,0.3164556962025316,0.28901734104046245,0.341296928327645,0.27624309392265195,0.37593984962406013,0.26881720430107525,0.2638522427440633,0.3003003003003003,0.25380710659898476,0.3472222222222222,0.29850746268656714,0.26595744680851063,0.341296928327645,0.3436426116838488,0.2785515320334262,0.3164556962025316,0.31446540880503143,0.24752475247524752,0.36363636363636365,0.3194888178913738,0.2881844380403458,0.3508771929824561
3,0.3597122302158274,0.27548209366391185,0.36900369003690037,0.3597122302158274,0.3278688524590164,0.31746031746031744,0.29154518950437314,0.3401360544217687,0.2770083102493075,0.3731343283582089,0.267379679144385,0.2695417789757412,0.30120481927710846,0.25252525252525254,0.3436426116838488,0.303951367781155,0.26525198938992045,0.3424657534246575,0.3424657534246575,0.2747252747252747,0.31446540880503143,0.3164556962025316,0.2469135802469136,0.36496350364963503,0.31545741324921134,0.28169014084507044,0.3546099290780142
4,0.3597122302158274,0.2724795640326976,0.36363636363636365,0.36496350364963503,0.32679738562091504,0.31746031746031744,0.2949852507374631,0.33783783783783783,0.2777777777777778,0.37037037037037035,0.26595744680851063,0.27624309392265195,0.29239766081871343,0.2518891687657431,0.33557046979865773,0.3076923076923077,0.2638522427440633,0.341296928327645,0.3401360544217687,0.27027027027027023,0.31446540880503143,0.3184713375796178,0.24752475247524752,0.36101083032490977,0.3115264797507788,0.2770083102493075,0.35714285714285715
5,0.35842293906810035,0.26881720430107525,0.3472222222222222,0.36900369003690037,0.3225806451612903,0.3164556962025316,0.2958579881656805,0.33444816053511706,0.27548209366391185,0.3676470588235294,0.2645502645502646,0.28169014084507044,0.28169014084507044,0.2518891687657431,0.3246753246753247,0.30959752321981426,0.2631578947368421,0.3389830508474576,0.33670033670033667,0.26595744680851063,0.31347962382445144,0.3215434083601286,0.24813895781637715,0.3484320557491289,0.3076923076923077,0.273972602739726,0.35587188612099646
6,0.35587188612099646,0.26525198938992045,0.3278688524590164,0.36900369003690037,0.3184713375796178,0.31446540880503143,0.2976190476190476,0.33112582781456956,0.27322404371584696,0.36363636363636365,0.26525198938992045,0.28735632183908044,0.267379679144385,0.2506265664160401,0.3125,0.3125,0.2617801047120419,0.33222591362126247,0.33222591362126247,0.2631578947368421,0.31347962382445144,0.3225806451612903,0.24937655860349128,0.3333333333333333,0.303951367781155,0.2717391304347826,0.3496503496503497
7,0.3460207612456747,0.2631578947368421,0.303951367781155,0.35842293906810035,0.3105590062111801,0.30303030303030304,0.29673590504451036,0.32573289902280134,0.26881720430107525,0.35842293906810035,0.2645502645502646,0.29154518950437314,0.2531645569620253,0.24875621890547267,0.3003003003003003,0.31446540880503143,0.2590673575129534,0.3246753246753247,0.32573289902280134,0.2610966057441253,0.31446540880503143,0.3184713375796178,0.25,0.31446540880503143,0.3021148036253776,0.2695417789757412,0.3401360544217687
8,0.33222591362126247,0.2617801047120419,0.2808988764044944,0.3401360544217687,0.3003003003003003,0.28735632183908044,0.29154518950437314,0.3225806451612903,0.2631578947368421,0.3508771929824561,0.2617801047120419,0.2949852507374631,0.24875621890547267,0.24813895781637715,0.2881844380403458,0.31545741324921134,0.2570694087403599,0.31446540880503143,0.3194888178913738,0.2597402597402597,0.31545741324921134,0.30959752321981426,0.25125628140703515,0.2958579881656805,0.29940119760479045,0.267379679144385,0.3278688524590164
9,0.31545741324921134,0.2617801047120419,0.2680965147453083,0.3215434083601286,0.28901734104046245,0.2724795640326976,0.2840909090909091,0.3184713375796178,0.2577319587628866,0.3436426116838488,0.2597402597402597,0.2949852507374631,0.2469135802469136,0.24752475247524752,0.27932960893854747,0.31446540880503143,0.2557544757033248,0.3058103975535168,0.3125,0.2597402597402597,0.31545741324921134,0.29850746268656714,0.25125628140703515,0.28328611898017,0.29673590504451036,0.26595744680851063,0.3164556962025316
