time,AT,BE,BG,CZ,CH,DE,DK,EE,ES,FI,FR,UK,EL,HR,HU,IE,IT,LT,LV,NL,NO,PL,PT,RO,SE,SI,SK
0,0.2949852507374631,0.33783783783783783,0.36496350364963503,0.2976190476190476,0.33222591362126247,0.3194888178913738,0.30959752321981426,0.3448275862068966,0.29940119760479045,0.35335689045936397,0.33003300330033003,0.33444816053511706,0.3003003003003003,0.25380710659898476,0.29069767441860467,0.3333333333333333,0.2638522427440633,0.33557046979865773,0.35335689045936397,0.3215434083601286,0.3424657534246575,0.303951367781155,0.2881844380403458,0.3460207612456747,0.32679738562091504,0.2645502645502646,0.3115264797507788
1,0.2958579881656805,0.3401360544217687,0.3663003663003663,0.30303030303030304,0.3401360544217687,0.32894736842105265,0.30959752321981426,0.3436426116838488,0.3048780487804878,0.3508771929824561,0.33557046979865773,0.33444816053511706,0.3003003003003003,0.25380710659898476,0.29154518950437314,0.33557046979865773,0.26595744680851063,0.33444816053511706,0.35335689045936397,0.3236245954692557,0.3424657534246575,0.30303030303030304,0.29154518950437314,0.3448275862068966,0.32573289902280134,0.26525198938992045,0.3105590062111801
2,0.2976190476190476,0.3424657534246575,0.3663003663003663,0.30959752321981426,0.3472222222222222,0.33670033670033667,0.3105590062111801,0.3436426116838488,0.3067484662576687,0.3472222222222222,0.3401360544217687,0.33557046979865773,0.3003003003003003,0.25380710659898476,0.29154518950437314,0.33783783783783783,0.267379679144385,0.3333333333333333,0.35335689045936397,0.32573289902280134,0.341296928327645,0.3021148036253776,0.2949852507374631,0.3424657534246575,0.32573289902280134,0.26525198938992045,0.30864197530864196
3,0.3003003003003003,0.3460207612456747,0.3663003663003663,0.31746031746031744,0.35842293906810035,0.3436426116838488,0.30959752321981426,0.3436426116838488,0.30959752321981426,0.3436426116838488,0.3448275862068966,0.33670033670033667,0.3003003003003003,0.25380710659898476,0.29154518950437314,0.3401360544217687,0.27027027027027023,0.33112582781456956,0.35211267605633806,0.32679738562091504,0.3389830508474576,0.30120481927710846,0.29673590504451036,0.3401360544217687,0.3278688524590164,0.26525198938992045,0.3067484662576687
4,0.3058103975535168,0.3484320557491289,0.3623188405797102,0.32573289902280134,0.36363636363636365,0.3508771929824561,0.3076923076923077,0.3424657534246575,0.3115264797507788,0.3401360544217687,0.3472222222222222,0.3389830508474576,0.29154518950437314,0.2544529262086514,0.2898550724637681,0.3424657534246575,0.27322404371584696,0.32894736842105265,0.3508771929824561,0.32573289902280134,0.3389830508474576,0.3021148036253776,0.29850746268656714,0.33444816053511706,0.32894736842105265,0.26666666666666666,0.3058103975535168
5,0.31347962382445144,0.35211267605633806,0.35211267605633806,0.33557046979865773,0.3787878787878788,0.3546099290780142,0.3067484662576687,0.341296928327645,0.31446540880503143,0.33783783783783783,0.3508771929824561,0.3424657534246575,0.2801120448179272,0.25510204081632654,0.28901734104046245,0.3436426116838488,0.2777777777777778,0.3246753246753247,0.3460207612456747,0.3246753246753247,0.3401360544217687,0.3058103975535168,0.29940119760479045,0.32679738562091504,0.3278688524590164,0.267379679144385,0.303951367781155
6,0.3205128205128205,0.3546099290780142,0.341296928327645,0.3424657534246575,0.390625,0.35714285714285715,0.3048780487804878,0.3401360544217687,0.3184713375796178,0.33557046979865773,0.3546099290780142,0.3460207612456747,0.2695417789757412,0.25510204081632654,0.2881844380403458,0.3448275862068966,0.2801120448179272,0.3194888178913738,0.3389830508474576,0.3236245954692557,0.3472222222222222,0.3105590062111801,0.3003003003003003,0.31746031746031744,0.3278688524590164,0.26666666666666666,0.30303030303030304
7,0.3225806451612903,0.35211267605633806,0.32573289902280134,0.3389830508474576,0.3731343283582089,0.3496503496503497,0.303951367781155,0.3389830508474576,0.31545741324921134,0.33557046979865773,0.3496503496503497,0.3496503496503497,0.2610966057441253,0.2531645569620253,0.2857142857142857,0.3460207612456747,0.27932960893854747,0.31446540880503143,0.33003300330033003,0.3194888178913738,0.3546099290780142,0.3105590062111801,0.30120481927710846,0.3076923076923077,0.32573289902280134,0.2645502645502646,0.3021148036253776
8,0.3236245954692557,0.341296928327645,0.31347962382445144,0.3333333333333333,0.36496350364963503,0.341296928327645,0.30303030303030304,0.33444816053511706,0.3058103975535168,0.33670033670033667,0.33783783783783783,0.3496503496503497,0.2557544757033248,0.2518891687657431,0.28328611898017,0.3448275862068966,0.2777777777777778,0.3125,0.3246753246753247,0.31446540880503143,0.35714285714285715,0.30959752321981426,0.2958579881656805,0.29673590504451036,0.3236245954692557,0.26525198938992045,0.3003003003003003
9,0.3236245954692557,0.32679738562091504,0.303951367781155,0.32894736842105265,0.36101083032490977,0.33222591362126247,0.30120481927710846,0.33003300330033003,0.29411764705882354,0.33783783783783783,0.3236245954692557,0.341296928327645,0.2531645569620253,0.25252525252525254,0.28328611898017,0.33783783783783783,0.2777777777777778,0.31545741324921134,0.3225806451612903,0.3076923076923077,0.35714285714285715,0.30959752321981426,0.2849002849002849,0.28901734104046245,0.3194888178913738,0.2695417789757412,0.3003003003003003
